true_character,predicted_character,count,true_character_count,confusion_rate,confusion_percentage
d,x,1,1683,0.0005941770647653001,0.05941770647653001
e,0,1,4092,0.00024437927663734115,0.024437927663734114
e,B,1,4092,0.00024437927663734115,0.024437927663734114
b,D,1,853,0.0011723329425556857,0.11723329425556857
J,v,1,626,0.001597444089456869,0.1597444089456869
K,H,1,382,0.002617801047120419,0.2617801047120419
K,X,1,382,0.002617801047120419,0.2617801047120419
g,3,1,589,0.001697792869269949,0.1697792869269949
g,5,1,589,0.001697792869269949,0.1697792869269949
e,F,1,4092,0.00024437927663734115,0.024437927663734114
e,P,1,4092,0.00024437927663734115,0.024437927663734114
e,V,1,4092,0.00024437927663734115,0.024437927663734114
e,d,1,4092,0.00024437927663734115,0.024437927663734114
e,f,1,4092,0.00024437927663734115,0.024437927663734114
e,g,1,4092,0.00024437927663734115,0.024437927663734114
e,i,1,4092,0.00024437927663734115,0.024437927663734114
d,L,1,1683,0.0005941770647653001,0.05941770647653001
d,O,1,1683,0.0005941770647653001,0.05941770647653001
I,p,1,2048,0.00048828125,0.048828125
J,7,1,626,0.001597444089456869,0.1597444089456869
J,F,1,626,0.001597444089456869,0.1597444089456869
J,I,1,626,0.001597444089456869,0.1597444089456869
J,T,1,626,0.001597444089456869,0.1597444089456869
f,7,1,400,0.0025,0.25
H,U,1,521,0.0019193857965451055,0.19193857965451055
I,D,1,2048,0.00048828125,0.048828125
I,E,1,2048,0.00048828125,0.048828125
I,S,1,2048,0.00048828125,0.048828125
I,X,1,2048,0.00048828125,0.048828125
I,d,1,2048,0.00048828125,0.048828125
E,G,1,851,0.0011750881316098707,0.11750881316098707
E,K,1,851,0.0011750881316098707,0.11750881316098707
E,c,1,851,0.0011750881316098707,0.11750881316098707
E,g,1,851,0.0011750881316098707,0.11750881316098707
f,E,1,400,0.0025,0.25
f,G,1,400,0.0025,0.25
f,h,1,400,0.0025,0.25
f,k,1,400,0.0025,0.25
f,p,1,400,0.0025,0.25
E,q,1,851,0.0011750881316098707,0.11750881316098707
E,t,1,851,0.0011750881316098707,0.11750881316098707
F,7,1,1440,0.0006944444444444445,0.06944444444444445
F,d,1,1440,0.0006944444444444445,0.06944444444444445
G,C,1,447,0.0022371364653243847,0.22371364653243847
G,Q,1,447,0.0022371364653243847,0.22371364653243847
C,n,1,1739,0.0005750431282346176,0.05750431282346176
g,b,1,589,0.001697792869269949,0.1697792869269949
g,n,1,589,0.001697792869269949,0.1697792869269949
g,r,1,589,0.001697792869269949,0.1697792869269949
h,A,1,1479,0.000676132521974307,0.0676132521974307
h,S,1,1479,0.000676132521974307,0.0676132521974307
h,W,1,1479,0.000676132521974307,0.0676132521974307
h,X,1,1479,0.000676132521974307,0.0676132521974307
e,q,1,4092,0.00024437927663734115,0.024437927663734114
e,x,1,4092,0.00024437927663734115,0.024437927663734114
D,o,1,779,0.0012836970474967907,0.12836970474967907
E,5,1,851,0.0011750881316098707,0.11750881316098707
E,F,1,851,0.0011750881316098707,0.11750881316098707
A,i,1,1062,0.0009416195856873823,0.09416195856873823
A,x,1,1062,0.0009416195856873823,0.09416195856873823
B,3,1,648,0.0015432098765432098,0.15432098765432098
B,8,1,648,0.0015432098765432098,0.15432098765432098
h,t,1,1479,0.000676132521974307,0.0676132521974307
i,6,1,427,0.00234192037470726,0.234192037470726
i,7,1,427,0.00234192037470726,0.234192037470726
i,X,1,427,0.00234192037470726,0.234192037470726
i,c,1,427,0.00234192037470726,0.234192037470726
i,f,1,427,0.00234192037470726,0.234192037470726
j,1,1,317,0.0031545741324921135,0.31545741324921134
g,J,1,589,0.001697792869269949,0.1697792869269949
g,Q,1,589,0.001697792869269949,0.1697792869269949
B,e,1,648,0.0015432098765432098,0.15432098765432098
C,5,1,1739,0.0005750431282346176,0.05750431282346176
C,U,1,1739,0.0005750431282346176,0.05750431282346176
8,y,1,5633,0.00017752529735487306,0.017752529735487306
j,f,1,317,0.0031545741324921135,0.31545741324921134
j,q,1,317,0.0031545741324921135,0.31545741324921134
j,u,1,317,0.0031545741324921135,0.31545741324921134
j,v,1,317,0.0031545741324921135,0.31545741324921134
k,L,1,466,0.002145922746781116,0.2145922746781116
k,R,1,466,0.002145922746781116,0.2145922746781116
k,t,1,466,0.002145922746781116,0.2145922746781116
h,i,1,1479,0.000676132521974307,0.0676132521974307
C,u,1,1739,0.0005750431282346176,0.05750431282346176
D,B,1,779,0.0012836970474967907,0.12836970474967907
D,J,1,779,0.0012836970474967907,0.12836970474967907
D,P,1,779,0.0012836970474967907,0.12836970474967907
8,i,1,5633,0.00017752529735487306,0.017752529735487306
9,U,1,5686,0.00017587055926837847,0.017587055926837847
9,Y,1,5686,0.00017587055926837847,0.017587055926837847
A,M,1,1062,0.0009416195856873823,0.09416195856873823
8,R,1,5633,0.00017752529735487306,0.017752529735487306
8,V,1,5633,0.00017752529735487306,0.017752529735487306
l,S,1,2535,0.0003944773175542406,0.03944773175542406
l,b,1,2535,0.0003944773175542406,0.03944773175542406
l,h,1,2535,0.0003944773175542406,0.03944773175542406
l,q,1,2535,0.0003944773175542406,0.03944773175542406
j,2,1,317,0.0031545741324921135,0.31545741324921134
j,7,1,317,0.0031545741324921135,0.31545741324921134
B,A,1,648,0.0015432098765432098,0.15432098765432098
B,D,1,648,0.0015432098765432098,0.15432098765432098
B,G,1,648,0.0015432098765432098,0.15432098765432098
B,a,1,648,0.0015432098765432098,0.15432098765432098
8,A,1,5633,0.00017752529735487306,0.017752529735487306
8,D,1,5633,0.00017752529735487306,0.017752529735487306
6,c,1,5705,0.00017528483786152498,0.017528483786152498
6,j,1,5705,0.00017528483786152498,0.017528483786152498
m,N,1,464,0.0021551724137931034,0.21551724137931033
n,7,1,1898,0.0005268703898840885,0.052687038988408846
n,H,1,1898,0.0005268703898840885,0.052687038988408846
n,I,1,1898,0.0005268703898840885,0.052687038988408846
n,K,1,1898,0.0005268703898840885,0.052687038988408846
n,R,1,1898,0.0005268703898840885,0.052687038988408846
n,S,1,1898,0.0005268703898840885,0.052687038988408846
n,U,1,1898,0.0005268703898840885,0.052687038988408846
l,6,1,2535,0.0003944773175542406,0.03944773175542406
8,c,1,5633,0.00017752529735487306,0.017752529735487306
8,d,1,5633,0.00017752529735487306,0.017752529735487306
8,e,1,5633,0.00017752529735487306,0.017752529735487306
7,g,1,6139,0.00016289297931259162,0.01628929793125916
6,5,1,5705,0.00017528483786152498,0.017528483786152498
6,8,1,5705,0.00017528483786152498,0.017528483786152498
6,B,1,5705,0.00017528483786152498,0.017528483786152498
n,w,1,1898,0.0005268703898840885,0.052687038988408846
n,y,1,1898,0.0005268703898840885,0.052687038988408846
n,z,1,1898,0.0005268703898840885,0.052687038988408846
o,3,1,466,0.002145922746781116,0.2145922746781116
o,5,1,466,0.002145922746781116,0.2145922746781116
o,8,1,466,0.002145922746781116,0.2145922746781116
o,C,1,466,0.002145922746781116,0.2145922746781116
o,J,1,466,0.002145922746781116,0.2145922746781116
l,x,1,2535,0.0003944773175542406,0.03944773175542406
l,y,1,2535,0.0003944773175542406,0.03944773175542406
m,H,1,464,0.0021551724137931034,0.21551724137931033
8,4,1,5633,0.00017752529735487306,0.017752529735487306
6,a,1,5705,0.00017528483786152498,0.017528483786152498
5,B,1,5190,0.0001926782273603083,0.01926782273603083
5,C,1,5190,0.0001926782273603083,0.01926782273603083
5,D,1,5190,0.0001926782273603083,0.01926782273603083
o,u,1,466,0.002145922746781116,0.2145922746781116
p,Q,1,368,0.002717391304347826,0.2717391304347826
p,f,1,368,0.002717391304347826,0.2717391304347826
p,r,1,368,0.002717391304347826,0.2717391304347826
q,0,1,505,0.0019801980198019802,0.19801980198019803
q,4,1,505,0.0019801980198019802,0.19801980198019803
n,b,1,1898,0.0005268703898840885,0.052687038988408846
n,u,1,1898,0.0005268703898840885,0.052687038988408846
6,u,1,5705,0.00017528483786152498,0.017528483786152498
7,2,1,6139,0.00016289297931259162,0.01628929793125916
7,8,1,6139,0.00016289297931259162,0.01628929793125916
7,I,1,6139,0.00016289297931259162,0.01628929793125916
5,t,1,5190,0.0001926782273603083,0.01926782273603083
6,1,1,5705,0.00017528483786152498,0.017528483786152498
4,g,1,5619,0.0001779676098949991,0.01779676098949991
4,i,1,5619,0.0001779676098949991,0.01779676098949991
r,E,1,2320,0.0004310344827586207,0.04310344827586207
r,F,1,2320,0.0004310344827586207,0.04310344827586207
r,M,1,2320,0.0004310344827586207,0.04310344827586207
r,N,1,2320,0.0004310344827586207,0.04310344827586207
r,P,1,2320,0.0004310344827586207,0.04310344827586207
o,n,1,466,0.002145922746781116,0.2145922746781116
6,E,1,5705,0.00017528483786152498,0.017528483786152498
6,F,1,5705,0.00017528483786152498,0.017528483786152498
6,Q,1,5705,0.00017528483786152498,0.017528483786152498
6,S,1,5705,0.00017528483786152498,0.017528483786152498
6,V,1,5705,0.00017528483786152498,0.017528483786152498
6,W,1,5705,0.00017528483786152498,0.017528483786152498
r,X,1,2320,0.0004310344827586207,0.04310344827586207
4,n,1,5619,0.0001779676098949991,0.01779676098949991
4,r,1,5619,0.0001779676098949991,0.01779676098949991
5,6,1,5190,0.0001926782273603083,0.01926782273603083
5,9,1,5190,0.0001926782273603083,0.01926782273603083
3,h,1,5969,0.00016753224995811694,0.016753224995811694
3,v,1,5969,0.00016753224995811694,0.016753224995811694
r,f,1,2320,0.0004310344827586207,0.04310344827586207
r,i,1,2320,0.0004310344827586207,0.04310344827586207
r,p,1,2320,0.0004310344827586207,0.04310344827586207
r,x,1,2320,0.0004310344827586207,0.04310344827586207
q,G,1,505,0.0019801980198019802,0.19801980198019803
q,P,1,505,0.0019801980198019802,0.19801980198019803
q,V,1,505,0.0019801980198019802,0.19801980198019803
5,L,1,5190,0.0001926782273603083,0.01926782273603083
5,T,1,5190,0.0001926782273603083,0.01926782273603083
2,O,1,5869,0.0001703867779860283,0.01703867779860283
2,P,1,5869,0.0001703867779860283,0.01703867779860283
4,1,1,5619,0.0001779676098949991,0.01779676098949991
4,M,1,5619,0.0001779676098949991,0.01779676098949991
4,W,1,5619,0.0001779676098949991,0.01779676098949991
4,X,1,5619,0.0001779676098949991,0.01779676098949991
2,v,1,5869,0.0001703867779860283,0.01703867779860283
2,y,1,5869,0.0001703867779860283,0.01703867779860283
s,p,1,437,0.002288329519450801,0.2288329519450801
t,0,1,2965,0.0003372681281618887,0.03372681281618887
t,8,1,2965,0.0003372681281618887,0.03372681281618887
t,I,1,2965,0.0003372681281618887,0.03372681281618887
t,K,1,2965,0.0003372681281618887,0.03372681281618887
t,P,1,2965,0.0003372681281618887,0.03372681281618887
t,S,1,2965,0.0003372681281618887,0.03372681281618887
r,U,1,2320,0.0004310344827586207,0.04310344827586207
2,V,1,5869,0.0001703867779860283,0.01703867779860283
2,W,1,5869,0.0001703867779860283,0.01703867779860283
2,n,1,5869,0.0001703867779860283,0.01703867779860283
1,p,1,6330,0.0001579778830963665,0.01579778830963665
t,h,1,2965,0.0003372681281618887,0.03372681281618887
t,s,1,2965,0.0003372681281618887,0.03372681281618887
u,0,1,482,0.002074688796680498,0.2074688796680498
u,a,1,482,0.002074688796680498,0.2074688796680498
s,G,1,437,0.002288329519450801,0.2288329519450801
s,R,1,437,0.002288329519450801,0.2288329519450801
3,8,1,5969,0.00016753224995811694,0.016753224995811694
3,F,1,5969,0.00016753224995811694,0.016753224995811694
3,G,1,5969,0.00016753224995811694,0.016753224995811694
3,S,1,5969,0.00016753224995811694,0.016753224995811694
3,Y,1,5969,0.00016753224995811694,0.016753224995811694
2,N,1,5869,0.0001703867779860283,0.01703867779860283
x,v,1,470,0.002127659574468085,0.2127659574468085
0,2,1,5778,0.00017307026652821047,0.017307026652821047
0,6,1,5778,0.00017307026652821047,0.017307026652821047
0,7,1,5778,0.00017307026652821047,0.017307026652821047
y,x,1,381,0.0026246719160104987,0.26246719160104987
z,7,1,451,0.0022172949002217295,0.22172949002217296
z,8,1,451,0.0022172949002217295,0.22172949002217296
z,Y,1,451,0.0022172949002217295,0.22172949002217296
z,e,1,451,0.0022172949002217295,0.22172949002217296
z,q,1,451,0.0022172949002217295,0.22172949002217296
u,n,1,482,0.002074688796680498,0.2074688796680498
u,w,1,482,0.002074688796680498,0.2074688796680498
1,9,1,6330,0.0001579778830963665,0.01579778830963665
1,P,1,6330,0.0001579778830963665,0.01579778830963665
1,g,1,6330,0.0001579778830963665,0.01579778830963665
1,h,1,6330,0.0001579778830963665,0.01579778830963665
S,O,1,3508,0.00028506271379703536,0.028506271379703536
S,V,1,3508,0.00028506271379703536,0.028506271379703536
S,d,1,3508,0.00028506271379703536,0.028506271379703536
S,e,1,3508,0.00028506271379703536,0.028506271379703536
0,W,1,5778,0.00017307026652821047,0.017307026652821047
0,Y,1,5778,0.00017307026652821047,0.017307026652821047
0,b,1,5778,0.00017307026652821047,0.017307026652821047
0,c,1,5778,0.00017307026652821047,0.017307026652821047
0,e,1,5778,0.00017307026652821047,0.017307026652821047
0,g,1,5778,0.00017307026652821047,0.017307026652821047
0,j,1,5778,0.00017307026652821047,0.017307026652821047
y,V,1,381,0.0026246719160104987,0.26246719160104987
y,r,1,381,0.0026246719160104987,0.26246719160104987
x,F,1,470,0.002127659574468085,0.2127659574468085
x,n,1,470,0.002127659574468085,0.2127659574468085
x,t,1,470,0.002127659574468085,0.2127659574468085
